familia;codigo;descricao;representante;preco
FA6;FA6 SS T A90 M22;Carreta Madeira Fixa 6t de Eixo Tandem – ALT 90 - MAD NAVAL - Molas ,Freios e Pneus não Incluídos;Galo;19641
FA6F;FA6F SS T M22;Carreta Metálica Fixa 6t de Eixo Tandem - PLATAFORMA - Molas, Pneus e Freios não Incluídos;Galo;15464
FA6F;FA6F SS T P750(I) M22;Carreta Metálica Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos;Galo;19114
FT10500-2E;FT10500-2E SS RS/RS R15,5 BB P400 M22;Carreta Tanque (10500L) de 2 Eixos – TANQUE + BOMBA (MANG. 6m) + KIT BOMBEIRO + PNEUS 400 - Molas e Freios não Incluídos;Galo;106868
FT12500;FT12500 SS RS/T BB M22;Carreta Tanque (12500L) RS/T de 2 Eixos – TANQUE - BOMBA (MANG. 6m) + KIT BOMBEIRO - Molas, Freios e Pneus não Incluídos;Galo;104875
FT12500;FT12500 SS RS/T BB P900(I) M22;Carreta Tanque (12500L) RS/T de 2 Eixos – TANQUE - BOMBA (MANG. 6m) + KIT BOMBEIRO + PNEUS 900(I) - Molas e Freios não Incluídos;Galo;116800
FT12500;FT12500 SS RS/T R15,5 BB M23;Carreta Tanque (12500L) RS/T de 2 Eixos – TANQUE - BOMBA (MANG. 6m) + KIT BOMBEIRO - Molas, Freios e Pneus não Incluídos;Galo;111930
FT12500;FT12500 SS RS/T R15,5 BB P400 M22;Carreta Tanque (12500L) RS/T de 2 Eixos – TANQUE - BOMBA (MANG. 6m) + KIT BOMBEIRO - C/ PNEUS 400 - Molas e Freios não Incluídos;Galo;127200
FTC4300;FTC4300 CS RS/RS BB M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - C/ MOLAS + BOMBA (MANG 6m) - Freios e Pneus não Incluídos+;Galo;33388
FTC4300;FTC4300 CS RS/RS BB P750(I) M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - C/ MOLAS + BOMBA (MANG 6m) - C/ PNEUS - Freios não Incluídos;Galo;37038
FTC4300;FTC4300 CS RS/RS M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - C/ MOLAS - Freios e Pneus não Incluídos;Galo;21988
FTC4300;FTC4300 CS RS/RS P750(I) M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - C/ MOLAS + PNEUS - Freios não Incluídos;Galo;25638
FTC4300;FTC4300 CS RS/RS PL SPG P750(I) M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - PLATAFORMA P/ BOMBA - C/ BARRA ESPARGEDORA - C/ MOLAS + PNEUS - Freios não Incluídos;Galo;26038
FTC4300;FTC4300 SS RS/RS BB M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - Molas, Freios e Pneus não Incluídos;Galo;31457
FTC4300;FTC4300 SS RS/RS BB P750(I) M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/ PNEUS - Molas e Freios não Incluídos;Galo;35107
FTC4300;FTC4300 SS RS/RS M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - Molas, Freios e Pneus não Incluídos;Galo;20057
FTC4300;FTC4300 SS RS/RS P750(I) M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - C/ PNEUS 750(I) - Molas e Freios não Incluídos;Galo;23707
FTC4300;FTC4300 SS RS/RS PL M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - PLAT P/ BOMBA - Molas, Freios e Pneus não Incluídos;Galo;20457
FTC4300;FTC4300 SS RS/RS PL P750(I) M22;Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - PLAT P/ BOMBA - C/ PNEUS - Molas e Freios não Incluídos;Galo;24107
FTC4300-1E;FTC4300-1E CS RD M22;Carreta Tanque (4300L) RD de 1 Eixo – TANQUE - C/ MOLAS - Freios e Pneus não Incluídos;Galo;21179
FTC4300-1E;FTC4300-1E CS RD P750(I) M22;Carreta Tanque (4300L) RD de 1 Eixo – TANQUE - C/ MOLAS + PNEUS - Freios não Incluídos;Galo;24829
FTC4300-1E;FTC4300-1E SS RD BB M22;Carreta Tanque (4300L) RD de 1 Eixo - TANQUE - BOMBA (MANG 6m) - Molas, Freios e Pneus não Incluídos;Galo;31177
FTC4300-1E;FTC4300-1E SS RD BB P750(I) M22;Carreta Tanque (4300L) RD de 1 Eixo - TANQUE - BOMBA (MANG 6m) - C/ PNEUS - Molas e Freios não Incluídos;Galo;34827
FTC4300-1E;FTC4300-1E SS RD M22;Carreta Tanque (4300L) RD de 1 Eixo - TANQUE - Molas, Freios e Pneus não Incluídos;Galo;19777
FTC4300-1E;FTC4300-1E SS RD P750(I) M22;Carreta Tanque (4300L) RD de 1 Eixo - TANQUE - PNEUS 750(I) - Molas, Freios não Incluídos;Galo;23427
FTC4300-1E;FTC4300-1E SS RD PL M22;Carreta Tanque (4300L) RD de 1 Eixo - TANQUE - PLAT P/ BOMBA - Molas, Freios e Pneus não Incluídos+;Galo;20177
FTC4300-1E;FTC4300-1E SS RD PL P750(I) M22;Carreta Tanque (4300L) RD de 1 Eixo - TANQUE - PLATAFORMA P/ BOMBA - PNEUS 750(I) - Molas, Freios não Incluídos;Galo;23827
FTC4300-1E;FTC4300-1E SS T M22;Carreta Tanque (4300L) TANDEM de 1 Eixo - TANQUE - Molas, Freios e Pneus não Incluídos;Galo;21304
FTC6500;FTC6500 CC RS/RS BB P750(I) M22;Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - BOMBA (MANG 6m) - C/ MOLAS + FREIOS + PNEUS - LARANJA;Galo;43656
FTC6500;FTC6500 CS RS/RS BB P750(I) M22;Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - BOMBA (MANG 6m) - C/MOLAS - C/ PNEUS - LARANJA - Freios não Incluídos;Galo;42479
FTC6500;FTC6500 CS RS/RS M22;Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - C/ MOLAS - Freios e Pneus não Incluídos;Galo;27429
FTC6500;FTC6500 CS RS/RS P750(I) M22;Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - C/ MOLAS + PNEUS - Freios não Incluídos;Galo;31079
FTC6500;FTC6500 CS RS/RS PL M22;Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - PLAT. P/ BOMBA - C/ MOLAS - Freios e Pneus não Incluídos;Galo;27829
FTC6500;FTC6500 CS RS/RS PL P750(I) M22;Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - PLAT. P/ BOMBA - C/ MOLAS + PNEUS - Freios e não Incluídos;Galo;31479
FTC6500;FTC6500 SS RS/RD M22;Carreta Tanque (6500L) RS/RD de 2 Eixos - TANQUE - Molas, Freios e Pneus não Incluídos;Galo;26790
FTC6500;FTC6500 SS RS/RD PL M22;Carreta Tanque (6500L) RS/RD de 2 Eixos - TANQUE - PLAT P/ BOMBA - Molas, Freios e Pneus não Incluídos;Galo;27190
FTC6500;FTC6500 SS RS/RS BB M22;Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - Molas, Freios e Pneus não Incluídos;Galo;36007
FTC6500;FTC6500 SS RS/RS BB P750(I) M22;Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/ PNEUS - Molas e Freios não Incluídos;Galo;39657
FTC6500;FTC6500 SS RS/RS M22;Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - Molas, Freios e Pneus não Incluídos;Galo;24607
FTC6500;FTC6500 SS RS/RS P750(I) M22;Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - C/ PNEUS - Molas e Freios não Incluídos;Galo;28257
FTC6500;FTC6500 SS RS/RS PL M22;Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - PLAT P/ BOMBA - Molas, Freios e Pneus não Incluídos;Galo;25007
FTC6500;FTC6500 SS RS/RS PL P750(I) M22;Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - PLAT P/ BOMBA - C/ PNEUS - Molas e Freios não Incluídos;Galo;28657
FTC6500-1E;FTC6500-1E SS RD BB M22;Carreta Tanque (6500L) de Eixo RD - TANQUE - BOMBA (MANG 6m) - Molas, Freios e Pneus não Incluídos;Galo;36135
FTC6500-1E;FTC6500-1E SS RD BB P750(I) M22;Carreta Tanque (6500L) de Eixo RD - TANQUE - PLAT. C/ BOMBA - C/ PNEUS - Molas, Freios não Incluídos;Galo;39785
FTC6500-1E;FTC6500-1E SS RD M22;Carreta Tanque (6500L) de Eixo RD - TANQUE - Molas, Freios e Pneus não Incluídos;Galo;24735
FTC6500-1E;FTC6500-1E SS RD PL M22;Carreta Tanque (6500L) de Eixo RD - TANQUE - PLAT. P/ BOMBA - Molas, Freios e Pneus não Incluídos;Galo;25135
FTC6500-1E;FTC6500-1E SS T BB M22;Carreta Tanque (6500L) de Eixo Tandem de 1 Eixo – TANQUE - BOMBA (MANG. 6m) - Molas, Freios e Pneus não Incluídos;Galo;39635
FTC6500-1E;FTC6500-1E SS T M22;Carreta Tanque (6500L) de Eixo Tandem de 1 Eixo – TANQUE - Molas, Freios e Pneus não Incluídos;Galo;28235
FTC6500-1E;FTC6500-1E SS T PL M22;Carreta Tanque (6500L) de Eixo Tandem de 1 Eixo – TANQUE - PLATAFORMA P/ BOMBA - Molas, Freios e Pneus não Incluídos;Galo;28635
FTD5000;FTD5000 SS T M22;Carreta Tanque Distribuidor de Esterco Líquido (5000L) 1 Eixo Tandem - TANQUE - Molas, Freios e Pneus não Incluídos;Galo;29162
